title,link,published,source,category,text,summary
Broadway Box Office: George Clooney’s ‘Good Night and Good Luck’ Brings In $3.28M,https://www.hollywoodreporter.com/business/business-news/broadway-box-office-george-clooney-good-night-and-good-luck-1236177976/,"Tue, 01 Apr 2025 18:29:36 +0000",Hollywood Reporter,Entertainment,"Good Night and Good Luck, starring George Clooney, was the highest grossing show on Broadway again last week, even as its grosses took a slight dip.

After breaking the record for highest weekly gross for a play, Good Night and Good Luck fell $22,558 last week, amid a few comped press performances. The play still brought in an enormous $3.28 million, and played to a more than 100 percent capacity with an average ticket price of $298.83. The play, starring and co-written by George Clooney, opens at the Winter Garden Theatre on April 3.

Othello, starring Denzel Washington and Jake Gyllenhaal, shot back up to $3.1 million last week, after experiencing a slight downturn the prior week due to press performances and an opening night. While the play received mixed to negative reviews, it is still selling well with an average ticket price of $378.73, the highest in the industry, and 100 percent capacity at the Barrymore Theatre.

Netflix’s Stranger Things: The First Shadow played its first two Broadway previews last week and brought in a strong $433,725. The show played to 100 percent capacity at the Marquis Theatre, with an average ticket price of $136.05. The play is scheduled to open April 22.

Following Good Night and Good Luck and Othello, the next highest grossing shows in the industry were Wicked, with $2.56 million, The Lion King, with $2.11 million, and Glengarry Glen Ross with $2.10 million.

Glengarry Glen Ross, starring Kieran Culkin, Bob Odenkirk and Bill Burr, achieved that gross even with a few comped press performances, in the lead up to its opening night at the Palace Theatre Monday. The David Mamet revival received mixed reviews, with THR’s David Rooney saying the play features an “ideally cast ensemble firing on all cylinders.”

Overall, grosses are up 6 percent from last week, as the industry added three new productions to the boards in the rush of April openings. In addition to Stranger Things, the new shows include Stephen Sondheim’s Old Friends, a musical revue of Sondheim’s songs at the Samuel J. Friedman Theatre, and Floyd Collins, a musical starring Lizzy McAlpine and Jeremy Jordan at the Vivian Beaumont Theater.","Good Night and Good Luck, starring George Clooney, was the highest grossing show on Broadway again last week, even as its grosses took a slight dip.

After breaking the record for highest weekly gross..."
Lionsgate Debuts Explosive ‘Ballerina’ Fight (and Keanu Reeves Scene) at CinemaCon,https://www.hollywoodreporter.com/movies/movie-news/ballerina-movie-ana-de-armas-lionsgate-release-1236175967/,"Tue, 01 Apr 2025 18:29:10 +0000",Hollywood Reporter,Entertainment,"The John Wick universe is revving up again.

Lionsgate kicked off its CinemaCon studio presentation with an extended look at the Len Wiseman and Ana de Armas collaboration Ballerina on Tuesday morning before welcoming the pair to the Colosseum stage. The director and the star chatted up the explosive action film, a spin-off of the blockbuster franchise starring Keanu Reeves, who appeared as John Wick in some of the footage that hit the big screen.

“This is by far the most physical and challenging thing I’ve ever done,” confirmed de Armas, a onetime CinemaCon Action Star of the Year. She said that her training spanned three to four months and included weapons, action and ballet training. De Armas said the sequences that required a mix of ballet flexibility and fighting proved to be “very creative and very fun to do.”

For his part, Wiseman said that he’s long been a fan of the series, particularly the cleverness and wit of the action. “In terms of what I bring to that kind of tone is I like to tease and trick the audience with the action,” said the veteran filmmaker. “By using and playing into the action tropes to just take the steering wheel and set it off course. One of the things that you can get from a really good action sequence is, ‘Holy shit, I did not expect that.’”

The CinemaCon audience responded very well to the footage that was shown, particularly a restaurant-set action sequence that finds de Armas’s character facing off with an assassin in an explosive fight that gets very physical. In another scene, Wick appears with a proposition: “You can still leave. You still have a choice.” She asks him why he didn’t leave, to which Wick answers, “I’m working on it.”

The footage followed a first-look trailer that debuted last September for a film that also includes Anjelica Huston, Gabriel Byrne, the late Lance Reddick, Catalina Sandino Moreno, Norman Reedus and Ian McShane. The script comes from Shay Hatten and Derek Kolstad.

The project has had a long road to the screen. It initially shot in 2022, and was scheduled to debut in theaters in June 2024, however last February, Lionsgate pushed the release to June 6, 2025. The extra time allowed John Wick guru Chad Stahelski to assist with upping the action working in tandem with helmer Wiseman on new sequences.

CinemaCon, the annual gathering of cinema owners and Hollywood studios, is hosted in Las Vegas by the newly rebranded Cinema United, which for decades was known as the National Association of Theatre Owners. This year’s edition runs from March 31 to April 3.","The John Wick universe is revving up again.

Lionsgate kicked off its CinemaCon studio presentation with an extended look at the Len Wiseman and Ana de Armas collaboration Ballerina on Tuesday morning..."
Luca Guadagnino Teases New ‘American Psycho’ Movie,https://www.hollywoodreporter.com/movies/movie-news/american-psycho-movie-luca-guadagnino-1236177949/,"Tue, 01 Apr 2025 18:22:24 +0000",Hollywood Reporter,Entertainment,"Luca Guadagnino is getting ready for his new take on Patrick Bateman.

Guadagnino appeared in a video segment during Lionsgate‘s presentation at CinemaCon on Tuesday to tease his new feature version of American Psycho that adapts author Bret Easton Ellis‘ 1991 novel of the same name.

The filmmaker called American Psycho “a book that I deeply love that is something that has influenced me so much.” After confirming that the film has a script from Scott Z. Burns, Guadagnino told the crowd that he is currently in “conversation with exciting performers to play the leads.”

American Psycho was previously adapted into a film from director Mary Herron that starred Christian Bale as lead character Bateman, with Lionsgate releasing it in theaters in 2000. News of the update first broke in October.

The project hails from Frenesy Films and is said to not be a remake of the first adaptation but rather a new take on the novel. Sam Pressman of Pressman Films — whose father, Edward R. Pressman, produced the 2000 movie — is executive producing the new version.

Guadagnino’s recent features include Queer and Challengers, with After the Hunt hitting theaters later this year with leads Julia Roberts and Andrew Garfield.

Burns most recently created last year’s Apple TV+ series Extrapolations, featuring an ensemble cast that includes Meryl Streep, Sienna Miller, Kit Harington, Edward Norton, Diane Lane and Daveed Diggs. Burns helmed the 2019 Amazon movie The Report and has writing credits that include The Bourne Ultimatum.

CinemaCon is the annual event for exhibitors and Hollywood studios that runs this year from March 31 to April 3. It is presented by Cinema United (formerly the National Association of Theater Owners).","Luca Guadagnino is getting ready for his new take on Patrick Bateman.

Guadagnino appeared in a video segment during Lionsgate‘s presentation at CinemaCon on Tuesday to tease his new feature version o..."
Billboard’s Music Industry Events Calendar,https://www.billboard.com/pro/music-industry-events-calendar-festivals-awards-conferences/,"Tue, 01 Apr 2025 18:36:00 +0000",Billboard,Entertainment,"As part of our continuing efforts to serve the music industry and its creators, Billboard Pro now features a music industry events calendar for readers.

The calendar will act as music’s most complete summary major national and international industry events, from conferences to festivals to networking mixers and more. Just as Billboard is music’s must-read source for news, charts and analysis, now it also is the go-to for business happenings.

Related Dates Announced for SXSW London Debut

April 2025

May 2025

June 2025

July 2025

August 2025

September 2025

October 2025

November 2025

March 2026

March 12-18 – SXSW (Austin)

Want your event listed? For more information contact joe.maimone@billboard.com.","As part of our continuing efforts to serve the music industry and its creators, Billboard Pro now features a music industry events calendar for readers.

The calendar will act as music’s most complete..."
Kevin Hart A.K.A. Chocolate Droppa’s Tiny Desk Concert Is the Perfect April Fools’ Day Joke,https://www.billboard.com/music/rb-hip-hop/kevin-hart-chocolate-droppa-tiny-desk-concert-1235936897/,"Tue, 01 Apr 2025 18:31:25 +0000",Billboard,Entertainment,"Kevin Hart a.k.a. Chocolate Droppa’s Tiny Desk concert debut supplied the April Fools’ Day entertainment, but don’t think this rap s–t is a joke to the comedic legend.

Explore Explore Kevin Hart See latest videos, charts and news See latest videos, charts and news

Hart pulled up in a hoodie and a backwards red fitted cap ready to drop bars. The Band of Brothas, whom he claimed to have met for the first time outside, provided instrumentation behind him.

“Only time they had somebody on Tiny Desk with no f—ing track. I’m here off the dome,” he sneered.

Droppa took it back to his 2016 What Now mixtape as he reimagined a live performance of bi-coastal cuts “ATL Rap,” “West Coast,” “Love Song” and “Don’t F–k With Dem.” The project featured superstar guest appearances from Nick Jonas, Chris Brown, Migos, Big Sean, Wale, T.I. and more.

“Every time I see people, the first thing they say is ‘Droppa where you been? When you gonna give us more?'” Hart said. For those waiting on the next Droppa release, you’re in luck as the 45-year-old teased that an album is on the way.

The Philly native didn’t break character once as Hart remained locked in as his Chocolate Droppa rap alter-ego and put forth a solid performance commanding the stage.

Following an extended hiatus, Hart teased his return as Droppa during an appearance in Kai Cenat’s AMP cypher last summer.

Whether it’s an April Fools’ Day joke or not, the world will never know. Watch Chocolate Droppa’s Tiny Desk debut below.","Kevin Hart a.k.a. Chocolate Droppa’s Tiny Desk concert debut supplied the April Fools’ Day entertainment, but don’t think this rap s–t is a joke to the comedic legend.

Explore Explore Kevin Hart See ..."
"Elton John on Working With Brandi Carlile on New Album: ‘She Was Capable of Pushing Me, I’m Capable of Pushing Her’",https://www.billboard.com/music/rock/elton-john-brandi-carlile-who-believes-in-angels-new-album-1235937062/,"Tue, 01 Apr 2025 18:25:44 +0000",Billboard,Entertainment,"There were times during the October 2023 making of their new album, Who Believes in Angels, out Friday (April 4) that Elton John wasn’t sure that he and his good friend Brandi Carlile could carry on.

Explore See latest videos, charts and news Brandi Carlile Elton John See latest videos, charts and news

For example, as tensions in parts of the Middle East exploded following Hamas’s attack on Israel on October 7 and Israel’s retaliation in Gaza, John felt creating music was futile.

“Brandi was staying next door to my house, and she came around for breakfast and the newspapers were on the table,” John recalls over Zoom. “It was Gaza, the hostages, and I was in such a bad kind of funk — I just said, ‘I don’t know how we can write an album at this time when there’s so much crap going on in the world.'”

Carlile listened and then literally took their conversation and wrote “A Little Light” with such lyrics as “With the papers on your plate/ I see the sorrow in the headlines/ And the worry on your face.” The song goes on to acknowledge the difficult times, but to also find ways to “sing into the darkness.” The pair recorded the song later that day. While the album’s 10 songs don’t directly reference current events, “hopefully it’s an album that’s really ripe for these times. I really believe it is,” John says.

There were also internal challenges. John had come off his final world tour and was exhausted from the multi-year trek, at times throwing temper tantrums in the studio as the frustration to create something vibrant and new. “Nobody wants another Elton John album like the other 35 [I’ve made],” he says. “This one had to have energy, and it had to have a statement saying, ‘Listen, I’m nearly 78 and I’m gonna be really sounding powerful,’ and that’s what I wanted.

That’s why in addition to working with his longtime partner/lyricist Bernie Taupin, he brought in Carlile, “because she was capable of pushing me,” John says. “I’m capable of pushing her. And then in the middle, you’ve got Andrew Watt, who was the most excitable, incredible producer. The start of the album was difficult. I was not well, I was tired. I wasn’t in a good mood. And for the first three or four days, it was touch and go whether the album would happen.” (For the first time, John allowed cameras to capture the recording process for a forthcoming documentary.)

The turning point was creating the nearly seven-minute album opener “The Rose of Laura Nyro,” which begins with an extended majestic, driving instrumental intro before bursting into John and Carlile’s vocals intwining in tribute to the legendary songwriter.

“Bernie gave the lyric to me. We’ve both been huge Laura Nyro fans all our life. We remember lying on the floor in my parents’ apartment and listening to [Nyro’s 1968 classic] Eli and the Thirteenth Confession. She was such a great writer, and she changed tempos. I felt possessed by her when I wrote that melody,” John says. “Brandi rang me that evening from the car, as she was leaving the studio, and said, ‘You won’t believe it, but it was her birthday.’” Nyro, who died in 1997, received a writer’s credit on the song along with John, Taupin, Carlile and Watt.

From that point on, the creative process was like an express train, John says. Despite—or perhaps because of the elevated self-imposed pressure—John’s playing and vocals sound vigorous and spirited throughout the set. “You should have seen it. It was it just pours out of him,” Carlile says. “You can’t believe it when you’re witnessing it. I’ve known him for 17 years, but I never saw him like that.”

Both Taupin and Carlile delivered lyrics to John, who would set the words to melody, as he has for decades with Taupin.

Their styles are similar enough that John says it felt no different whether he was writing to Taupin’s or Carlile’s lyrics. “Not at all,” he says. That’s in part because Carlile has absorbed Taupin and John’s songs since she was 11 and Taupin is one of her biggest influences. “I really realized it on this project just how natural that is for me,” says Carlile. “The way Bernie behaved toward me during this process was incredibly inspiring. You can really tell that he’s raised daughters. He was just so kind to me, even though I was helping to do his job,” she says. “He would take me for dinner, and we’d get steaks and drink whiskey sours. We would talk about Elton and then he would give me a lyric and trust me with it.”

With Watt and Taupin, the pair wrote and recorded the album at Los Angeles’ Sunset Sound Studios over a three-week period, joined by a core band composed of Chad Smith (Red Hot Chili Peppers), Pino Palladino (Nine Inch Nails, Gary Numan and David Gilmour) and Josh Klinghoffer (Pearl Jam, Beck).

Carlile goes toe to toe with John in showing off a harder musical edge on the album, propelled by a Sunburst Les Paul electric guitar John gifted her a few years ago after she had sent John another ballad and he wanted to give her incentive to rock out.

“I know she can write those beautiful Americana songs like she’s done on all her albums,” John says. “I love those things, but I wanted to push her to say, ‘Hey, you’re capable of doing so much more and varying stuff, because there’s nothing you cannot do.’”

Carlile first played the guitar at a show at famed outdoor amphitheater The Gorge in Quincy, Washington, near where she lives. “Then I started writing songs on it and it really did change the trajectory of my songwriting,” she says.

The album’s rock feel is especially evident on second track, “Little Richard’s Bible,” a bluesy, rollicking, piano-pounding up-tempo tune with lyrics from Taupin about Little Richard, another major influence on John, that is followed by the life-affirming “Swing for the Fences,” which features a belting lead vocal by Carlile and a video that depicts a beautiful gay love story.

“Laura Nero was a gay icon, Little Richard was a gay icon — and then we got ‘Swing for the Fences,’ which is about gay people,” John says. “So the first three tracks on this album are really about stating who we are. How great we’re celebrating the people who paved the way for us!”

The openly gay John, 78, and Carlile, 43, can’t help but wonder how different their childhoods may have been if they had had a song and video like “Swing for the Fences” to guide them and make them feel less alone when they were younger.

“It would have been unbelievable to have that. Unimaginable probably for Elton,” Carlile says. “I remember the first gay kiss I ever saw on television was in the ‘90s on the Roseanne show. Her sister Jackie. And I remember there were all these warnings on Channel Five: ‘You couldn’t have this on TV.’ And I was like, think about if I had had a video like ‘Swing for the Fences’ and how for life affirming that would have been.”

The album closes with the elegiac “When This Old World Is Done With Me,” a moving piece about death sung by John. John broke down in the studio when he realized what the song was about. “It sort of crept up on me. I was writing the verse, and I think, ‘This is pretty,’ then I got to the chorus, and I realized what it was,” he says. “When you get to certain age, you think about mortality because I have children, I have [husband] David [Furnish], and I was so happy with that song. I did it all in one take, voice and piano, and it came off really well. I don’t want it to be the last song people hear about me. I’ve got more songs in me than that.”

In fact, John says he hopes this album is “the start of something,” and the pair continuing to record together, but adds there are no plans — and further states that Carlile should do her own album next, “because we don’t want to become Steve and Eydie,” he says, jokingly referring to ‘60s pop duo/married couple Steve Lawrence and Eydie Gorme.

John has a bigger goal for his friend that he hopes this album will help accomplish. “My ambition for her with this album was to break her internationally. She’s a well-known artist in America, but in the rest of the world, she has a lot of work to do,” he says. “She came to England last year. She played Hyde Park with Stevie Nicks. She blew people away. She did the Theatre Royal Drury Lane, got five-star reviews everywhere. And so, this album hopefully will open all those doors that she deserves to walk through and become the international artist that she should be.”

Carlile sighs appreciatively upon hearing John’s declaration, and says she knew “on some level” that was John’s plan. She’s writing a solo album now, and confesses she feels “chordically anemic” without him there to assist with the music. But almost a year and a half after finishing the album and working with John and Taupin, she is still on a high.

“I don’t think it’ll ever really catch up to how incredibly life affirming this has been for me,” she says. “I’m gonna have to really think about it for the next 10 years.”","There were times during the October 2023 making of their new album, Who Believes in Angels, out Friday (April 4) that Elton John wasn’t sure that he and his good friend Brandi Carlile could carry on.
..."
Liza Minnelli Is Headed to the ‘Drag Race’ Season 17 Finale,https://www.billboard.com/culture/pride/liza-minnelli-drag-race-finale-lifetime-achievement-1235936979/,"Tue, 01 Apr 2025 17:43:07 +0000",Billboard,Entertainment,"For 17 seasons, RuPaul’s Drag Race has served as a launch pad for new pop icons. Now, the show is honoring its inspirations by recognizing EGOT winner Liza Minnelli as a cultural icon who paved the way for entertainers like RuPaul.

On Tuesday (April 1), Drag Race announced that RuPaul will present Minnelli with the show’s “Giving Us Lifetime Achievement” award during the season 17 finale on Friday, April 18. Minnelli, who has long been heralded as both an ally for the LGBTQ+ community and a gay icon, will appear on-stage during the finale to receive the award.

Minnelli — who is one of the producers of the off-Broadway hit Drag: The Musical, an original play starring several Drag Race alumni — will be the third recipient of the award, which has been given out at every season finale of the show since season 15. The first-ever award was given to fashion designer Bob Mackie (who served as the very first guest judge on Drag Race), while Cassandra Peterson (better known as Elvira, Mistress of the Dark) received the second iteration of the honor in last year’s finale.

This won’t be the first time that Drag Race has paid homage to Liza with a Z. During the show’s iconic Snatch Game challenge in season 9, Alexis Michelle delivered a hilarious impression of Minnelli that ended up winning the challenge — Billboard even ranked Michelle’s performance at No. 11 on our list of the best musical impersonations in the challenge’s format.

Meanwhile, season 17 of RuPaul’s Drag Race is currently ranked as the No. 1 show on cable among 18 to 34-year-olds, according to a press release from Paramount. Five queens — Jewels Sparkles, Lexi Love, Onya Nurve, Sam Star and Suzie Toot — remain in the competition, with two more episodes to go before the grand finale.","For 17 seasons, RuPaul’s Drag Race has served as a launch pad for new pop icons. Now, the show is honoring its inspirations by recognizing EGOT winner Liza Minnelli as a cultural icon who paved the wa..."
Cardi B Lathers Up With Raising Cane’s ‘Moisturizing Sauce’ in April Fools’ Day Video,https://www.billboard.com/music/rb-hip-hop/cardi-b-raising-cane-moisturizing-sauce-april-fools-day-1235936912/,"Tue, 01 Apr 2025 17:34:03 +0000",Billboard,Entertainment,"Cardi B had the internet fooled when she posted a video of her moisturizing with a Raising Cane’s sauce, which seems to have been part of an elaborate April Fools’ Day prank.

On Tuesday (April 1), Cardi B shared a video on Instagram announcing that she had just purchased Raising Cane’s new Moisturizing Sauce.

“Everybody always asks me, how does my skin look so beautiful, so shiny, so amazing at the age of 32, three kids, job stressin’ me out and sleepless nights?” the Bronx-bred rapper said. “Well, I’ve been using this new cream. It’s the Cane’s Moisturizing Sauce Cream. Oh my gosh.”

Cardi then proceeds to lather herself up with the tan-colored goop, rubbing it all over her face and chest before licking some residue off her fingers.

“Sorry, I’m just so hungry and the moisturizer just tastes so good,” she says.

The Cane’s sauce, in collaboration with Ipsy, was actually done as an elaborate April Fools’ prank, and fans let out sighs of relief in the comments.

“Happy April 1st, she won,” one fan wrote, while another added, “Lmao bye Cardi! Took me a sec but dang it, I ain’t no APRIL FOOL!”

The lighthearted post comes just a few days after Cardi hopped on Instagram for a more disheartening reason. Much to her dismay, Cardi showed fans on her Instagram Story that her daughter, Kulture Kiari Cephus, had scribbled all over the raper’s crocodile skin Hermés Kelly bag.

“We spent $60,000 on this purse,” Cardi said. “Look what my daughter did to my purse. Look what my daughter did to my purse. Look what my daughter did to my f–king purse… mmmmm.”

Watch Cardi B’s prank below.","Cardi B had the internet fooled when she posted a video of her moisturizing with a Raising Cane’s sauce, which seems to have been part of an elaborate April Fools’ Day prank.

On Tuesday (April 1), Ca..."
Who Was Alan Shepard? (Grades 5-8),https://www.nasa.gov/learning-resources/for-kids-and-students/who-was-alan-shepard-grades-5-8-stem/,"Tue, 01 Apr 2025 17:52:48 +0000",NASA,Science,"This article is for students grades 5-8.

Alan Shepard was the first American in space. He was one of NASA’s first seven astronauts. Later, he walked on the moon during the Apollo program.

What Was Shepard’s Early Life Like?

Alan Shepard was born on Nov. 18, 1923. He was born in East Derry, N.H., and grew up there. He earned a Bachelor of Science degree from the United States Naval Academy. He served on a Navy ship in the Pacific Ocean during World War II. After the war, Shepard entered flight training and earned his pilot’s wings. He graduated from Naval Test Pilot School and Naval War College. In April 1959, NASA selected Shepard as a member of its first group of seven astronauts.

What Happened on Alan Shepard’s First Spaceflight?

On May 5, 1961, Alan Shepard became the first American in space. He flew on a one-person Mercury spacecraft that he named Freedom 7. It launched on a Redstone rocket. On this flight, Shepard did not orbit Earth. He flew 116 miles high and then returned safely. The flight lasted about 15 ½ minutes. The mission was a success.

What Happened After Shepard’s First Spaceflight?

After his first flight, Shepard developed a medical problem. An inner ear problem stopped him from flying in space. NASA named Shepard as chief of the Astronaut Office. He helped select new astronauts, plan missions and make sure astronauts were ready to fly. Later, he had surgery to fix the ear problem, and he was able to fly again. Almost 10 years passed between his first and second flights.

What Happened on Alan Shepard’s Second Spaceflight?

Shepard’s second spaceflight was on the Apollo 14 mission to the moon. He was commander of a crew that included Stuart Roosa and Edgar Mitchell. The Apollo spacecraft was launched on a Saturn V (5) rocket.

On Feb. 15, 1971, Shepard and Mitchell landed on the moon. (Roosa stayed in orbit around the moon while the other two landed.) During two moonwalks, Shepard and Mitchell collected more than 100 pounds of moon rocks. They conducted scientific experiments on the lunar surface. Shepard also became the first person to hit a golf ball on the moon, showing how far it would go in the moon’s lower gravity.

What Happened After Shepard’s Second Spaceflight?

After his second flight, Shepard returned to his job as head of the Astronaut Office. He retired from NASA in 1974. Shepard worked in private business. He also did volunteer work to support education and to help people learn about spaceflight. Shepard died of leukemia in 1998.

More About Alan Shepard

Alan Shepard: First American in Space

Alan Shepard – Ambassador of Exploration

Freedom 7

Apollo 14

What Was Project Mercury?

What Was the Apollo Program?

What Was the Saturn V?

Read Who Was Alan Shepard? (Grades K-4)","This article is for students grades 5-8.

Alan Shepard was the first American in space. He was one of NASA’s first seven astronauts. Later, he walked on the moon during the Apollo program.

What Was S..."
NASA Receives 10 Nominations for the 29th Annual Webby Awards,https://www.nasa.gov/general/nasa-receives-10-nominations-for-the-29th-annual-webby-awards/,"Tue, 01 Apr 2025 17:15:49 +0000",NASA,Science,"This ultra high-definition video featuring an orange tabby cat named Taters, was streamed from nearly 19 million miles away via laser by NASA’s Deep Space Optical Communications (DSOC) experiment, marking a historic milestone for space communications. Jet Propulsion Laboratory

Since it began in 1958, NASA has been charged by law with spreading the word about its work to the widest extent practicable. From typewritten press releases to analog photos and film, the agency has effectively moved into social media and other online communications. NASA’s broad reach across digital platforms has been recognized by the International Academy of Digital Arts and Sciences (IADAS), with 10 nominations across multiple categories for the academy’s 29th annual Webby Awards.

The 2025 Webby nominations demonstrate NASA's dedication to sharing the wonders of space through digital platforms. We believe in the power of digital storytelling to inspire the next generation of explorers. Michelle R. Jones Deputy Associate Administrator for Communications

Public Voting Opportunities

Voting for the Webby People’s Voice Awards—chosen by the public—is open now through Thursday, April 17. Voting links for each category are listed below.

29th Annual Webby Award Nominees

AI, Immersive & Games

NASA’s Snap It! An Eclipse Photo Adventure

NASA

Kids and Family

Social

NASA Instagram

NASA

Education and Science

Matt Dominick’s X Account: A Visual Journey from Space

NASA

Best Photography & Design

NASA’s 2024 Total Solar Eclipse Campaign

NASA

Events and Livestreams

NASA’s Webb Telescope: Unfolding a Universe of Wonders

NASA Goddard

Education and Science

Video & Film

2024 Total Solar Eclipse: Through the Eyes of NASA

NASA

Events and Live

NASA Streams Historic Cat Video From Deep Space

NASA’s Jet Propulsion Laboratory

Events and Livestreams

Websites & Mobile Sites

NASA Website

NASA

Government & Associations

NASA+ Streaming Service

NASA

Television, Film & Streaming

NASA Newsletter

NASA

Business, News and Technology

About the Webby Awards

Established in 1996 during the web’s infancy, The Webbys is presented by the IADAS—a 3000+ member judging body. The Academy is comprised of Executive Members—leading Internet experts, business figures, luminaries, visionaries, and creative celebrities—and associate members who are former Webby winners, nominees and other internet professionals.

The Webby Awards presents two honors in every category—the Webby Award and the Webby People’s Voice Award. Members of the International Academy of Digital Arts and Sciences (IADAS) select the nominees for both awards in each category, as well as the winners of the Webby Awards. In the spirit of the open web, the Webby People’s Voice is chosen by the voting public, and garners millions of votes from all over the world.","This ultra high-definition video featuring an orange tabby cat named Taters, was streamed from nearly 19 million miles away via laser by NASA’s Deep Space Optical Communications (DSOC) experiment, mar..."
"NASA’s SPHEREx Takes First Images, Preps to Study Millions of Galaxies",https://www.nasa.gov/missions/spherex/nasas-spherex-takes-first-images-preps-to-study-millions-of-galaxies/,"Tue, 01 Apr 2025 16:55:32 +0000",NASA,Science,"NASA’s SPHEREx, which will map millions of galaxies across the entire sky, captured one of its first exposures March 27. The observatory’s six detectors each captured one of these uncalibrated images, to which visible-light colors have been added to represent infrared wavelengths. SPHEREx’s complete field of view spans the top three images; the same area of the sky is also captured in the bottom three images. NASA/JPL-Caltech

Processed with rainbow hues to represent a range of infrared wavelengths, the new pictures indicate the astrophysics space observatory is working as expected.

NASA’s SPHEREx (short for Spectro-Photometer for the History of the Universe, Epoch of Reionization and Ices Explorer) has turned on its detectors for the first time in space. Initial images from the observatory, which launched March 11, confirm that all systems are working as expected.

Although the new images are uncalibrated and not yet ready to use for science, they give a tantalizing look at SPHEREx’s wide view of the sky. Each bright spot is a source of light, like a star or galaxy, and each image is expected to contain more than 100,000 detected sources.

There are six images in every SPHEREx exposure — one for each detector. The top three images show the same area of sky as the bottom three images. This is the observatory’s full field of view, a rectangular area about 20 times wider than the full Moon. When SPHEREx begins routine science operations in late April, it will take approximately 600 exposures every day.

Each image in this uncalibrated SPHEREx exposure contains about 100,000 light sources, including stars and galaxies. The two insets at right zoom in on sections of one image, showcasing the telescope’s ability to capture faint, distant galaxies. These sections are processed in grayscale rather than visible-light color for ease of viewing. NASA/JPL-Caltech

“Our spacecraft has opened its eyes on the universe,” said Olivier Doré, SPHEREx project scientist at Caltech and NASA’s Jet Propulsion Laboratory, both in Southern California. “It’s performing just as it was designed to.”

The SPHEREx observatory detects infrared light, which is invisible to the human eye. To make these first images, science team members assigned a visible color to every infrared wavelength captured by the observatory. Each of the six SPHEREx detectors has 17 unique wavelength bands, for a total of 102 hues in every six-image exposure.

Breaking down color this way can reveal the composition of an object or the distance to a galaxy. With that data, scientists can study topics ranging from the physics that governed the universe less than a second after its birth to the origins of water in our galaxy.

“This is the high point of spacecraft checkout; it’s the thing we wait for,” said Beth Fabinsky, SPHEREx deputy project manager at JPL. “There’s still work to do, but this is the big payoff. And wow! Just wow!”

During the past two weeks, scientists and engineers at JPL, which manages the mission for NASA, have executed a series of spacecraft checks that show all is well so far. In addition, SPHEREx’s detectors and other hardware have been cooling down to their final temperature of around minus 350 degrees Fahrenheit (about minus 210 degrees Celsius). This is necessary because heat can overwhelm the telescope’s ability to detect infrared light, which is sometimes called heat radiation. The new images also show that the telescope is focused correctly. Focusing is done entirely before launch and cannot be adjusted in space.

“Based on the images we are seeing, we can now say that the instrument team nailed it,” said Jamie Bock, SPHEREx’s principal investigator at Caltech and JPL.

How It Works

Where telescopes like NASA’s Hubble and James Webb space telescopes were designed to target small areas of space in detail, SPHEREx is a survey telescope and takes a broad view. Combining its results with those of targeted telescopes will give scientists a more robust understanding of our universe.

The observatory will map the entire celestial sky four times during its two-year prime mission. Using a technique called spectroscopy, SPHEREx will collect the light from hundreds of millions of stars and galaxies in more wavelengths any other all-sky survey telescope.

When light enters SPHEREx’s telescope, it’s directed down two paths that each lead to a row of three detectors. The observatory’s detectors are like eyes, and set on top of them are color filters, which are like color-tinted glasses. While a standard color filter blocks all wavelengths but one, like yellow- or rose-tinted glasses, the SPHEREx filters are more like rainbow-tinted glasses: The wavelengths they block change gradually from the top of the filter to the bottom.

“I’m rendered speechless,” said Jim Fanson, SPHEREx project manager at JPL. “There was an incredible human effort to make this possible, and our engineering team did an amazing job getting us to this point.”

More About SPHEREx

The SPHEREx mission is managed by JPL for the agency’s Astrophysics Division within the Science Mission Directorate at NASA Headquarters. BAE Systems (formerly Ball Aerospace) built the telescope and the spacecraft bus. The science analysis of the SPHEREx data will be conducted by a team of scientists located at 10 institutions in the U.S., two in South Korea, and one in Taiwan. Caltech managed and integrated the instrument. Data will be processed and archived at IPAC at Caltech. The mission’s principal investigator is based at Caltech with a joint JPL appointment. The SPHEREx dataset will be publicly available at the NASA-IPAC Infrared Science Archive. Caltech manages JPL for NASA.

For more about SPHEREx, visit:

https://science.nasa.gov/mission/spherex/

News Media Contact

Calla Cofield

Jet Propulsion Laboratory, Pasadena, Calif.

626-808-2469

calla.e.cofield@jpl.nasa.gov

2025-045","NASA’s SPHEREx, which will map millions of galaxies across the entire sky, captured one of its first exposures March 27. The observatory’s six detectors each captured one of these uncalibrated images,..."
